timestamp,program,jupyter,python_exp,pandas_skill,os,dark_mode,languages,continents,dob,wake_time,sleep_time,fav_season,caffeine,pet,fav_movie,fav_genres,hobbies,hw0
9/9/2025 20:16:19,Bachelor's (CS),Yes,2-4 years,3,MacOS,Yes,"English, Spanish","Europe, North America",5/28/2005,10:00:00 AM,2:00:00 AM,Fall,Energy drinks,Pet cat,Yesterday,"Action, Comedy, Sci-Fi, Fantasy, Mystery/Thriller",Listening to music,
9/9/2025 20:19:09,PhD,Yes,1-2 years,3,Windows,Yes,English,"Europe, North America, South America",,8:30:00 AM,12:30:00 AM,Summer,Coffee,Pet rock,,"Comedy, Drama, Romance, Documentary",,
9/9/2025 20:20:21,Bachelor's (CS),Yes,2-4 years,3,Windows,Yes,"English, Latin","Asia, Europe, North America, South America",,9:00:00 AM,12:00:00 AM,Spring,No caffeine for me!,Pet dog,The Lion King,"Action, Sci-Fi, Fantasy, Documentary",,
9/9/2025 20:22:29,Bachelor's (CS),Yes,4+ years,4,MacOS,Yes,"Bulgarian, English, German","Asia, Europe, North America",5/3/2004,9:30:00 AM,2:00:00 AM,Spring,No caffeine for me!,Pet cat,Hunger Games,"Action, Sci-Fi, Mystery/Thriller","ski, volleyball, hiking",
9/9/2025 20:22:34,Master's (DS),Yes,2-4 years,3,MacOS,Yes,"Chinese, English","Asia, Australia, North America",12/17/2003,9:00:00 AM,12:00:00 AM,Winter,Coffee,Pet rock,Midsommar,"Horror, Sci-Fi, Fantasy, Mystery/Thriller, Documentary","nightdreaming, daydreaming, going on a Jet2holiday(cuz nothing beats it)",
9/9/2025 20:27:24,Bachelor's (AM),No,1-2 years,1,MacOS,Yes,Idk,"Asia, Australia, Europe, North America",2/23/2005,9:20:00 AM,12:00:00 AM,Summer,No caffeine for me!,Pet dog,Point Break,"Action, Comedy, Sci-Fi, Fantasy, Mystery/Thriller","surfing, hydrofoiling, golf",
9/9/2025 20:28:40,Bachelor's (AM),Yes,1-2 years,1,MacOS,Yes,,,,,,,,,,,,
9/9/2025 20:30:26,Bachelor's (AM),Yes,2-4 years,3,Windows,Yes,"English, Italian, French, Spanish","Africa, Asia, Europe, North America",11/17/2004,8:00:00 AM,11:00:00 PM,Spring,Coffee,Pet cat,Fury,"Action, Comedy, Drama, Horror, Sci-Fi, Fantasy, Mystery/Thriller, Romance, Documentary","Chess, Photography, Talking to People",
9/9/2025 20:31:27,Master's (DS),Yes,Less than 1 year,1,Windows,Yes,"English, Mandarin ","Africa, Asia, Australia, Europe, North America",7/9/2002,7:30:00 AM,12:30:00 AM,Spring,Coffee,Pet dog,Green Snake ,"Action, Fantasy","Reading, video games, writing ",
9/9/2025 20:32:12,Master's (DS),Yes,2-4 years,4,Windows,No,"English, Chinese","Asia, North America",12/10/2002,9:00:00 AM,1:00:00 AM,Fall,No caffeine for me!,Pet cat,,"Action, Romance","music, photography, traveling",
9/9/2025 20:34:16,Master's (DS),Yes,2-4 years,3,MacOS,No,"English, Mandarin","Asia, North America",9/13/2002,9:30:00 AM,1:30:00 AM,Summer,Coffee,Pet dog,The Shawshank Redemption,"Action, Comedy","Dancing, Gaming, Playing Texas Hold'em",
9/9/2025 20:36:02,Master of Finance MIT,Yes,Less than 1 year,3,MacOS,Yes,English,"Africa, Asia, Australia, Europe, North America, South America",7/18/1996,7:30:00 AM,1:00:00 AM,Summer,Coffee,Pet dog,Interstellar,Mystery/Thriller,"Hiking, Travelling, Movies",
9/9/2025 20:39:15,PhD,Yes,Less than 1 year,2,MacOS,No,"English, Mandarin, Spanish","Asia, Europe, North America",7/30/2001,9:00:00 AM,1:00:00 AM,Fall,Tea,Pet rock,,"Comedy, Documentary",baking,
9/9/2025 20:46:58,MS in Biomedical Informatics,Yes,Less than 1 year,2,MacOS,No,"Mandarin, English","Asia, Europe, North America",11/23/2002,8:30:00 AM,12:00:00 AM,Fall,Tea,Pet cat,Perfect Days ,"Drama, Sci-Fi, Mystery/Thriller, Romance","Taking photos, Attending concert, watching movies",
9/9/2025 20:56:43,Master's (DS) [Extension School],Yes,4+ years,4,Linux,Yes,"English, Tagalog, Spanish","Asia, Europe, North America, South America",8/22/1994,7:30:00 AM,12:00:00 AM,Fall,Coffee,Pet rock,Back to the Future,"Action, Comedy, Horror, Sci-Fi, Documentary","baking, learning languages",
9/9/2025 20:57:26,Master's (DS),Yes,1-2 years,2,MacOS,No,Mandarin,"Asia, North America",4/21/2003,9:30:00 AM,1:00:00 AM,Fall,Coffee,Pet cat,Infernal Affairs,"Action, Comedy, Fantasy, Mystery/Thriller","playing table tennis, walking, reading",
9/9/2025 20:59:28,MS/MBA,Yes,1-2 years,2,MacOS,No,"English, Chinese","Africa, Asia, Australia, Europe, North America, South America",5/28/2002,7:30:00 AM,12:30:00 AM,Summer,Coffee,Pet cat,Yi yi,"Drama, Sci-Fi","Boardgame, Singing, Swinging",
9/9/2025 21:00:32,Bachelor's (AM),Yes,2-4 years,1,Windows,Yes,"English, Akan, Japanese, Spanish, French","Africa, North America",11/20/2004,8:30:00 AM,12:00:00 AM,Spring,No caffeine for me!,Pet rock,Jigsaw,"Horror, Sci-Fi, Romance","Video Games, Running",
9/9/2025 21:05:55,MUP,Yes,Less than 1 year,2,Windows,Yes,"Spanish, French, English","Africa, Asia, Europe, North America, South America",12/9/2000,9:00:00 AM,11:00:00 PM,Spring,Coffee,Pet dog,Moulin Rouge,"Comedy, Drama, Romance","photography, reading, traveling",
9/9/2025 21:16:42,Bachelor's (Chem/Phys + HDRB),Yes,Less than 1 year,3,MacOS,Yes,English,"Africa, Asia, Europe, North America, South America",5/30/2005,8:15:00 AM,12:30:00 AM,Summer,Coffee,Pet dog,Harry Potter and the Prisoner of Azkaban,"Action, Comedy, Horror, Sci-Fi, Fantasy, Mystery/Thriller","cycling, lifting, philosophy",
9/9/2025 21:21:58,Bachelor's (CS),Yes,1-2 years,2,MacOS,No,English,"Africa, Asia, Europe, North America",6/14/2003,9:00:00 AM,12:00:00 AM,Summer,No caffeine for me!,Pet cat,Creed II,"Action, Comedy, Romance","Reading, crochet, knitting",
9/9/2025 21:23:08,Bachelor's (Econ),Yes,Less than 1 year,2,MacOS,Yes,"English, Chinese","Asia, Europe, North America, South America",11/28/2005,9:00:00 AM,12:28:00 AM,Summer,Tea,Pet dog,Ocean's 11,"Action, Comedy, Drama","Playing saxophone, watching sports, playing video games",
9/9/2025 21:30:17,Master's (DS) [Extension School],Yes,4+ years,5,MacOS,Yes,English,"Asia, Europe, North America, South America",12/24/1988,5:00:00 AM,9:00:00 PM,Fall,Coffee,Pet rock,Inception,"Comedy, Drama, Mystery/Thriller, Romance, Documentary","running, strength training, reading",
9/9/2025 21:36:01,Master's (DS),Yes,1-2 years,4,MacOS,No,"English, Mandarin","Antarctica, Asia, Europe, North America",8/22/2003,6:00:00 AM,11:20:00 PM,Summer,Coffee,Pet dog,Titanic,Romance,"piano, photography, food",
9/9/2025 21:48:05,Master's (DS) [Extension School],Yes,4+ years,4,MacOS,No,English,"Asia, Europe, North America",5/18/1978,5:00:00 AM,9:30:00 PM,Spring,Coffee,Pet rock,Bond,"Action, Comedy, Drama, Mystery/Thriller, Documentary","Watching movies, walking ,driving",
9/9/2025 21:58:45,Bachelor's (CS),Yes,1-2 years,2,Windows,Yes,"Chinese, English","Asia, North America",2/8/2006,10:00:00 AM,1:30:00 AM,Fall,No caffeine for me!,Pet dog,interstellar,"Action, Sci-Fi, Fantasy, Mystery/Thriller","running, basketball, reading, writing",
9/9/2025 22:02:28,Bachelor's (AM),Yes,Less than 1 year,1,MacOS,No,"Spanish, Quechua, Portuguese","Asia, Europe, North America, South America",6/13/2005,9:00:00 AM,12:00:00 AM,Winter,Coffee,Pet cat,Superman,"Horror, Fantasy, Romance, Documentary","baking, reading, boxing",
9/9/2025 22:09:26,Non-degree extension student for graduate credit,Yes,Less than 1 year,1,"Use WSL at work, macOS at home so I suppose all three?",No,"English, Malayalam","Asia, North America",10/10/1998,6:00:00 AM,10:00:00 PM,Spring,Energy drinks,Pet cat,Shrek,"Action, Comedy, Sci-Fi, Fantasy, Mystery/Thriller","Working out, Kamen Rider",
9/9/2025 22:10:49,Bachelor's (Statistics),Yes,4+ years,4,MacOS,Yes,"English, Spanish, Bangla","Asia, Europe, North America",5/18/2004,6:00:00 AM,10:30:00 PM,Fall,Coffee,Pet cat,3 Idiots,"Sci-Fi, Fantasy, Mystery/Thriller","Reading, crocheting",
9/9/2025 22:15:45,Master's (DS),Yes,Less than 1 year,1,MacOS,No,"Mandarin, English","Asia, Europe, North America",3/9/2003,9:00:00 AM,1:00:00 AM,Spring,Coffee,Pet cat,Five Feet Apart,"Comedy, Drama, Fantasy, Romance","playing drums, swimming, traveling",
9/9/2025 22:17:05,MS/MBA,Yes,2-4 years,2,MacOS,Yes,"English, Chinese",Asia,1/23/2003,,,Spring,No caffeine for me!,,,"Drama, Horror, Sci-Fi, Mystery/Thriller",,
9/9/2025 22:26:53,Master's (DS),Yes,2-4 years,4,Windows,Yes,"Chinese, English, Spanish","Asia, Europe, North America",2/22/2003,8:00:00 AM,11:45:00 PM,Spring,Coffee,Pet dog,intersteller,"Action, Sci-Fi","cooking, playing billiards, listening to EDM",
9/9/2025 22:27:36,Bachelor's (CS),Yes,2-4 years,2,MacOS,No,"English, Czech, Tamil","Africa, Asia, Australia, Europe, North America, South America",5/9/2006,9:00:00 AM,2:00:00 AM,Fall,Coffee,Pet dog,The Dark Knight,"Action, Comedy, Sci-Fi, Fantasy, Mystery/Thriller","playing Carnatic (indian classical) flute, ping pong, badminton",
9/9/2025 22:29:30,Bachelor's (Statistics),Yes,1-2 years,2,MacOS,No,"English, Spanish","Europe, North America",2/2/2004,5:00:00 AM,10:30:00 PM,Summer,Energy drinks,Pet dog,Secretariat,"Comedy, Drama, Romance, Documentary","Rowing, Coding, Lifting",
9/9/2025 22:33:05,Bachelor's (CS),No,4+ years,1,MacOS,Yes,"French, English, Arabic","Africa, Europe, North America",8/6/2002,5:00:00 AM,12:00:00 AM,Summer,No caffeine for me!,Pet dog,,"Sci-Fi, Documentary","Hiking, Extreme sport, video games",
9/9/2025 22:33:39,Bachelor's (CS),No,1-2 years,2,MacOS,No,"Hindi, English","Asia, Europe, North America",9/25/2005,8:00:00 AM,12:00:00 AM,Fall,Coffee,Pet rock,Crazy Stupid Love,"Action, Comedy, Romance","Guitar, golf, writing ",
9/9/2025 22:33:46,Bachelor's (Statistics),Yes,2-4 years,4,MacOS,Yes,"English, Korean, Mandarin, Latin","Africa, Asia, Europe, North America, South America",5/6/2004,9:00:00 AM,11:00:00 PM,Summer,Coffee,Pet dog,The Dark Knight,"Action, Comedy, Drama, Sci-Fi, Fantasy, Mystery/Thriller","Chess, fencing, cooking",
9/9/2025 22:34:46,Bachelor's (AM),Yes,1-2 years,2,Windows,Yes,"English, Ndebele","Africa, South America",12/13/2002,8:00:00 AM,12:00:00 AM,Spring,Tea,Pet cat,The Roses,"Comedy, Drama, Mystery/Thriller","Crochet, Watching movies",
9/9/2025 22:38:36,Master's (DS) [Extension School],Yes,1-2 years,3,Linux,Yes,English,"Europe, North America, South America",3/18/1992,6:30:00 AM,10:00:00 PM,Fall,Coffee,Pet dog,The Lorax,Documentary,"Cycling, Running, Camping",
9/9/2025 22:49:10,Master's (DS) [Extension School],Yes,4+ years,3,MacOS,Yes,"Igbo, English, Hausa, Yoruba","Africa, Europe, North America",3/25/1977,5:30:00 AM,11:00:00 PM,Summer,Coffee,Pet dog,Lioness,"Action, Horror, Sci-Fi, Mystery/Thriller","Soccer, Ping Pong, Swimming",
9/9/2025 23:05:04,Master's (DS) [Extension School],No,2-4 years,3,Linux,Yes,"Spanish, English","Asia, North America, South America",7/21/1983,8:00:00 AM,12:00:00 AM,Winter,Coffee,Pet dog,Matrix,"Action, Sci-Fi, Fantasy, Mystery/Thriller","Playing piano or playing drums, video games (PC)",
9/9/2025 23:15:23,Bachelor's (CS),No,Less than 1 year,1,MacOS,Yes,"Spanish, English, Basque","Asia, Europe, North America",4/30/2006,7:00:00 AM,12:00:00 AM,Winter,Coffee,Pet dog,Interestellar,"Action, Comedy, Mystery/Thriller, Documentary","Speedcubing, Running, movies",
9/9/2025 23:15:34,Master’s (CBQG),Yes,2-4 years,3,MacOS,Yes,"Mandarin, English","Asia, Europe, North America, South America",3/1/2002,9:30:00 AM,2:00:00 AM,Spring,Coffee,Pet cat,La La Land,"Drama, Horror, Sci-Fi, Fantasy, Mystery/Thriller, Romance","Dancing, fitness, skiing",
9/9/2025 23:18:35,Bachelor's (AM),No,1-2 years,2,MacOS,Yes,English,North America,2/13/2005,9:00:00 AM,1:00:00 AM,Summer,No caffeine for me!,Pet rock,Django Unchained,"Action, Comedy, Romance, Documentary","Scrapbooking, Upcycling, Listening to Music",
9/9/2025 23:26:05,Bachelor's (Statistics),Yes,4+ years,4,MacOS,Yes,"Spanish, English","Europe, North America, South America",4/1/2003,10:00:00 AM,1:00:00 AM,Spring,Energy drinks,Pet dog,Surfs Up,"Action, Comedy, Drama, Sci-Fi, Fantasy, Romance, Documentary","Catan, Music, Sports",
9/9/2025 23:27:23,Bachelor's (Statistics),Yes,2-4 years,4,Linux,Yes,"English, Korean","Asia, Europe, North America",11/20/2005,9:30:00 AM,11:30:00 AM,Fall,No caffeine for me!,Pet cat,Dodgeball,"Action, Comedy, Mystery/Thriller","Playing sports, watching sports, talking about sports",
9/9/2025 23:29:59,Bachelor's (AM),Yes,Less than 1 year,1,Windows,Yes,"English, Chinese","Asia, Europe, North America",5/10/2004,9:45:00 AM,3:00:00 AM,Winter,No caffeine for me!,Pet dog,Interstellar,"Action, Comedy, Drama, Horror, Sci-Fi, Fantasy, Mystery/Thriller, Romance, Documentary","Watching football, playing chess, playing basketball",
9/9/2025 23:31:53,Bachelor's (AM),Yes,Less than 1 year,1,MacOS,Yes,"English, Mandarin","Asia, North America",4/6/2004,9:30:00 AM,12:30:00 AM,Fall,No caffeine for me!,Pet dog,La La Land,"Action, Comedy, Sci-Fi, Fantasy, Mystery/Thriller","poker, running, basketball",
9/9/2025 23:33:19,Bachelor's (CS),No,1-2 years,1,MacOS,Yes,"English, Spanish","Europe, North America",10/22/2003,9:45:00 AM,1:30:00 AM,Fall,Coffee,Pet cat,"Paris, Texas","Action, Comedy, Drama, Sci-Fi","photography, playing drums, playing chess",
9/9/2025 23:37:06,Bachelor's (CS),Yes,1-2 years,1,MacOS,No,Mandarin,Asia,6/22/2004,10:00:00 AM,1:00:00 AM,Summer,No caffeine for me!,Pet rock,Train to Busan,Romance,"kpop dance, watching kdramas, walking",
9/9/2025 23:37:21,Bachelor's (CS),Yes,1-2 years,3,MacOS,Yes,English,"Asia, Europe, North America",9/21/2006,8:00:00 AM,2:00:00 AM,Fall,Coffee,Pet cat,Whiplash,"Action, Comedy, Sci-Fi, Mystery/Thriller, Romance, Documentary","playing ping pong, memorizing flags, playing cards",
9/9/2025 23:37:34,Bachelor's(Economics),No,Less than 1 year,2,MacOS,Yes,English,"Africa, Asia, Europe, North America, South America",1/25/2005,10:00:00 AM,2:00:00 AM,Fall,Tea,Pet dog,Hunger Games,"Action, Drama, Horror, Sci-Fi, Romance","Fencing, baking, trying new foods",
9/9/2025 23:38:05,Bachelor's (AM),Yes,1-2 years,3,Windows,Yes,"English, German, Mandarin","Asia, Europe, North America",11/17/2006,8:30:00 AM,1:00:00 AM,Fall,Coffee,Pet cat,Little Women (2019),"Drama, Fantasy, Mystery/Thriller, Romance","knitting, journaling, watching TV",
9/9/2025 23:40:34,PhD,Yes,Less than 1 year,1,MacOS,Yes,English,Europe,4/7/1988,9:00:00 AM,1:00:00 AM,Summer,No caffeine for me!,Pet dog,Get Out,"Comedy, Documentary","Yoga, strength training, running",
9/9/2025 23:41:33,Bachelor's (Statistics),Yes,1-2 years,2,MacOS,Yes,"English, Chinese","Asia, Europe, North America",5/11/2006,9:00:00 AM,12:30:00 AM,Fall,Coffee,Pet dog,,"Action, Drama, Mystery/Thriller, Documentary","playing basketball, spending time with friends, hiking",
9/10/2025 0:14:57,Master's (DS),Yes,4+ years,3,MacOS,No,"Chinese, English","Asia, Australia, North America",5/29/2002,9:30:00 AM,1:30:00 AM,Winter,Coffee,Pet dog,Let the Bullets Fly,"Action, Comedy, Sci-Fi","snowboarding, playing badminton, making money",
9/10/2025 0:45:59,Master's (DS) [Extension School],Yes,Less than 1 year,3,MacOS,No,"English, Tamil, Hindi","Asia, Europe, North America, South America",10/19/1974,7:00:00 AM,12:30:00 AM,Fall,Coffee,Pet rock,The Shawshank Redemption,"Action, Comedy, Drama, Sci-Fi, Mystery/Thriller, Romance",,
9/10/2025 0:53:31,Bachelor's (Statistics),Yes,Less than 1 year,1,MacOS,Yes,"English, Gujarati","Europe, North America",9/17/2004,8:00:00 AM,12:00:00 AM,Summer,No caffeine for me!,Pet dog,Pursuit of Happiness,"Action, Comedy, Sci-Fi, Mystery/Thriller, Documentary","basketball, hiking, gym",
9/10/2025 1:01:34,Bachelor's (AM),Yes,1-2 years,3,MacOS,Yes,"English, Mandarin, German, French, Spanish","Africa, Asia, Australia, Europe, North America, South America",9/9/2006,7:30:00 AM,1:00:00 AM,Fall,Tea,Pet rock,Dune,"Comedy, Sci-Fi, Documentary","playing violin, playing squash, reading",
9/10/2025 1:08:22,Master's (DS) [Extension School],Yes,1-2 years,3,MacOS,Yes,"English, Chinese","Asia, Europe, North America",8/20/2000,8:00:00 AM,12:00:00 PM,Fall,Coffee,Pet dog,The Dark Knight,"Action, Comedy, Drama, Romance, Documentary","Snowboarding, travelling around new places, reading public health papers(yes it's a very nerdy hobby and I love it)",
9/10/2025 1:17:10,PhD,Yes,Less than 1 year,1,Windows,Yes,"English, Vietnamese","Asia, Australia, Europe, North America",3/19/2002,10:00:00 AM,2:00:00 AM,Fall,No caffeine for me!,Pet dog,Interstellar,"Action, Comedy, Sci-Fi","cooking, cycling, reading",
9/10/2025 1:36:39,Bachelor's (Statistics),No,Less than 1 year,3,MacOS,Yes,"Armenian, Russian, French","Africa, Asia, Europe, North America",10/26/2005,8:40:00 AM,12:30:00 AM,Summer,Coffee,Pet cat,Whiplash,"Action, Comedy, Documentary","Boxing, guitar, russian memes",
9/10/2025 1:38:39,PhD,No,Less than 1 year,1,MacOS,Yes,"English, Mandarin Chinese","Africa, Asia, Australia, Europe, North America, South America",8/24/1997,9:00:00 AM,1:30:00 AM,Spring,No caffeine for me!,Pet rock,,"Comedy, Drama, Mystery/Thriller, Romance","drawing, reading, playing board games",
9/10/2025 1:51:26,Bachelor's (Math),Yes,Less than 1 year,3,MacOS,No,"English, Romanian, Russian","Africa, Asia, Europe, North America",6/18/2003,9:30:00 AM,2:00:00 AM,Spring,Tea,Pet rock,,"Sci-Fi, Fantasy, Mystery/Thriller","hiking/walking, photography",
9/10/2025 2:05:44,Master's (DS) [Extension School],Yes,Less than 1 year,1,MacOS,Yes,"English, kannada, hindi","Asia, North America",,,,,Coffee,,,,,
